# object_id, spec_z, fibre_RA, fibre_Dec, BC03_pca_mStar, classID
45523550,0.23789,36.296028,-4.909313,11.544325737573672,stream
62300485,0.09417,177.2011871,-1.884388,11.5015058732,stream
1237678881545191612,0.09609,331.87221,-1.4263370000000002,11.047065363265574,stream
97359178,0.1068,334.95227,0.168122,10.139722873199998,stream
1237678618483949714,0.27991,342.51932,1.943033,11.691499769003713,stream
135559904,0.11858,131.8164673,2.660348,11.606535873199999,stream
1237679322861404285,0.20443,35.216173,-4.655921,11.528636223069045,stream
1237678596467458417,0.32597,331.64049,1.482434,11.596615265647412,stream
132469660,0.20997,129.5739899,2.282469,11.735956252785401,stream
76036364,0.10425,217.5584259,-0.8428559999999999,11.253506364460918,stream
65358913,0.13624,219.6485138,-1.486542,11.206545873199996,stream
134737125,0.05884,139.81994630000003,2.550389,10.429715873200001,stream
1237655463785267906,0.33568000000000003,243.50672000000003,44.063693,11.548852818727028,stream
117336727,0.06074,132.0172729,1.032362,10.101254873199998,stream
1237679998770413870,0.18854,339.36915,-1.398176,11.293688511737855,stream
103078917,0.108,179.4446259,0.297512,10.797135873199997,stream
1237648721247469828,0.13692,218.29417,-0.13538599999999998,11.464105777093213,stream
100844077,0.19233,213.5736847,0.226841,11.3526258732,stream
48973165,0.34861,30.423733,-4.243308,11.681830514135072,stream
97553091,0.12082,214.9940338,0.108348,10.992935873199999,stream
1237678889063415998,0.35723,38.686119,-2.29545,11.590532652800903,stream
1237679440425975958,0.19286,36.883062,-5.403611,10.93386678083334,stream
70168283,0.10725,335.48203,-1.05535,10.966325873199999,stream
124489120,0.13141,181.1665039,1.269288,11.198605873199996,stream
74355953,0.12092,179.5549469,-1.046842,11.372205873199999,stream
117946619,0.12618,217.087677,0.936611,11.015435873199998,stream
1237678881033552134,0.16502,29.599245,-1.881956,11.311632652243135,stream
132004657,0.08903,140.2860107,2.333931,11.436585873199999,stream
112120897,0.14992,333.85116,0.697819,11.025315873199999,stream
1237679253597519966,0.09805,33.9329834,-4.84657,10.540419550758088,stream
80091760,0.21188,137.96356200000002,-0.755099,11.462475873199999,stream
112400868,0.22867,178.7144623,0.6525479999999999,11.583095873199998,stream
1237648703520178572,0.20983,221.8950958,-0.6781,11.50578088714974,stream
62123687,0.32322,181.9729156,-1.915362,11.7092758732,stream
1237673700743839977,0.34243,40.133874,-5.837271,11.920407915662508,stream
1237659161736381021,0.36102,237.13641,42.816079,11.633566595439332,stream
126215972,0.23242,218.8981171,1.476338,11.263535873199999,stream
1237648702979178751,0.27314,212.3824463,-1.150167,11.495806493578133,stream
84693854,0.10008,182.2433472,-0.602688,10.792115873199997,stream
1237679438815035558,0.2028,36.231951,-6.747363000000001,11.617657834693091,stream
1237679254134849784,0.0695,35.026249,-4.407518,10.743116912606638,stream
107183750,0.12902,217.6019135,0.490991,11.134895873199996,stream
89790551,0.05133,130.61721799999998,-0.283541,9.8704918732,stream
1237678880497074295,0.13652,30.448907,-2.408356,11.47292098129401,stream
121372307,0.1251,180.2131653,1.145568,10.8373758732,stream
53014423,0.34956,35.601973,-3.241606,11.79845432373986,stream
1237679324469592249,0.16652,29.632815,-3.642433,11.441979054769034,stream
68550958,0.1818,213.0365906,-1.14478,11.304005873199998,stream
130558838,0.05696,135.3835144,2.0621,10.697055873199998,stream
117354092,0.19342,133.9073639,0.922211,11.206865873199996,stream
51303394,0.29077,34.363373,-3.659067,11.600936447561253,stream
131891138,0.07674,132.0173187,2.219418,10.919625873199998,stream
1237663543686463698,0.30051,338.16983,0.236238,11.25567702596891,stream
50900478,0.26588,32.418344,-3.659286,11.454412523322391,stream
40216897,0.05122,36.289192,-6.073777,10.474852483021095,stream
1237679254135439502,0.14171,36.3523521,-4.3524980000000015,11.48970404479769,stream
1237648720673702335,0.23683,133.93836000000002,-0.560212,11.400817317524345,stream
95198050,0.16376,219.9281464,-0.059059,11.247305873199997,stream
86603890,0.1892,134.5888977,-0.549618,11.347295873199997,stream
1237651735776723792,0.43978,225.19118,1.442987,11.541924254386684,stream
1237655349431828933,0.264,246.50845,43.704142,11.610671923932388,stream
1237679254669361445,0.28291,29.555371,-4.257786,11.916340309078805,stream
65019931,0.05679,218.1162415,-1.5521,9.908642873199998,stream
1237648705126859079,0.26135,212.82667540000003,0.565513,11.704491299227813,stream
1237678889599173391,0.3261,36.198868,-2.072428,11.4209041428403,stream
85692744,0.15552,130.7922668,-0.429082,11.221875873199997,stream
93391560,0.2131,333.64301,-0.129807,10.831125873199998,stream
44436572,0.33027,35.819113,-5.208317,11.800644546747208,stream
1237655692476350844,0.43277,220.38576,-2.000357,11.101210488617651,stream
98949838,0.05346,134.4979858,0.171198,10.090095873200001,stream
65734072,0.1873,214.71891780000004,-1.5196889999999998,11.4497058732,stream
1237648722320359598,0.14332,216.2274475,0.7340369999999999,9.269561796434571,stream
116487899,0.14428,218.0468597,0.902672,10.961395873199999,stream
107525107,0.28223000000000004,220.0049438,0.508729,11.622509213455489,stream
93799552,0.20262,180.6474457,-0.113488,11.466085873199999,stream
1237678598081282281,0.36323,339.0105200000001,2.953011,11.521048215421615,stream
1237648720155967643,0.30865,177.5898743,-1.016701,11.560492794611493,stream
1237650794606231985,0.29602,138.99157,-1.060117,11.897755762969608,stream
106690896,0.053,213.06635,0.522505,8.060000229626894,stream
1237678598081020121,0.19032,338.40352,3.025298,11.6896797457739,stream
108263840,0.28003,130.9902496,0.617309,11.866155873199999,stream
63188702,0.05492,216.29218,-1.803703,10.078651873199998,stream
1237678596471718150,0.05914,341.4061200000001,1.836608,10.563369447365405,stream
45523517,0.08565,36.18496500000001,-5.0818970000000006,11.023206059864604,stream
1237678598077743370,0.17459000000000002,330.85027,2.827671,11.517701936361844,stream
54341326,0.27894,33.458229,-3.084697,11.609190027083967,stream
1237673700206837967,0.18179,40.196691,-6.3162629999999975,11.510080912325066,stream
1237674602142433526,0.11451,212.41349790000004,-0.888922,11.607617495275914,stream
132443571,0.12474,134.108429,2.228052,11.506345873199999,stream
40646158,0.10173,34.317071,-6.066261,11.232854069967287,stream
116082849,0.14403,213.8349762,0.8941020000000001,11.414215873199996,stream
78564447,0.1038,216.427475,-0.7983979999999999,10.675715873199998,stream
1237674461489528876,0.26695,140.68648000000002,3.706786,11.498453827836785,stream
1237678619019379506,0.35368,339.24495,2.446957,11.579510869050866,stream
1237648721232199712,0.1252,183.36179,-0.156397,9.636577376018977,stream
86845936,0.13806,213.734726,-0.359082,11.048865873199999,stream
104130762,0.19436,131.8584747,0.347219,11.443775873199996,stream
1237650796214682009,0.22312,133.9306793,0.113153,11.483330606642994,stream
93392761,0.057579999999999985,333.7913200000001,-0.08230599999999999,10.028095873199998,stream
1237678595930849611,0.31005,332.23907,1.117171,11.542599318665452,stream
70169061,0.10044,335.50456,-1.167889,11.7803658732,stream
1237671127515005615,0.4419300000000001,176.88482,-0.555597,11.773531842743974,stream
74277699,0.1062,177.8348541,-0.974118,11.475225873199998,stream
78871548,0.21946,218.0684662,-0.6723979999999999,11.728090777352918,stream
113417220,0.11052,132.00794979999998,0.693362,10.989405873199999,stream
112128322,0.0675,334.5680200000001,0.63569,9.7828678732,stream
1237679254132293727,0.13365,29.145705,-4.650756,11.449842629313936,stream
43131407,0.24939,34.479814000000005,-5.4480660000000025,11.730382699926851,stream
1237655465396404240,0.35358,245.74523,43.929489,11.441439517366236,stream
123815053,0.0502,220.1555023,1.32204,9.8522678732,stream
1237678618482573636,0.19632,339.49814,1.905598,11.558776446734555,stream
95136856,0.12086,214.8387146,-0.205579,11.186905873199999,stream
1237679321786941824,0.44528,33.533882,-5.592713,11.786059306381507,stream
1237678889600352501,0.32368,38.803911,-1.9122740000000005,11.366074183330054,stream
95168166,0.24341,216.7535553,-0.17463299999999998,11.429538373660762,stream
1237678619018985815,0.21918,338.36426,2.26168,11.481034215830732,stream
62006459,0.20724,218.4806061,-1.88808,11.412235873199997,stream
125166168,0.29822,335.08571,1.376762,11.444506152751273,stream
65364640,0.08245,177.3189545,-1.536409,10.294435873199998,stream
1237678597008261408,0.44404,340.69438,2.10735,11.567261137999596,stream
1237678596467392793,0.09011,331.47666,1.65788,11.065951293567196,stream
1237679339496997272,0.28567,39.413742,-6.753589999999999,11.647145397437267,stream
1237661386001940659,0.26198,235.58024,43.7576,11.335989441926358,stream
1237678596467917239,0.21275,332.75991,1.542189,11.652073793928142,stream
126477554,0.28349,217.5165558,1.566901,11.756645873199997,stream
1237678879962431599,0.17445,35.57615900000001,-2.733835,11.378012363871678,stream
86143224,0.13616,216.9206238,-0.472538,11.429025873199999,stream
1237679998229742548,0.36374,330.69672,-1.5473709999999998,11.709694055025466,stream
1237654601021260290,0.20075,137.92133,3.129021,11.333189828728793,stream
134246925,0.13209,135.767746,2.6040490000000003,10.679525873199998,stream
75345536,0.15103,334.30594,-0.976814,11.2271058732,stream
1237678598078988861,0.44182,333.67409,2.867711,11.759343011726742,stream
38524783,0.05189,30.822642,-6.3700160000000015,10.96279593266081,stream
1237650797286129900,0.29259,128.75647,0.923443,11.516291381616616,stream
1237678889062760657,0.28678000000000003,37.179516,-2.454209,11.54805903835222,stream
1237651736309334436,0.32055,215.37897,2.084516,11.223146816540975,stream
1237655129302696169,0.34472,248.3307,43.251199,11.540831394901032,stream
79548983,0.11995,178.1890564,-0.736408,11.200165873199998,stream
1237663479263134015,0.25482,343.1998700000001,0.143772,11.56252287037205,stream
88841467,0.10503,218.2507629,-0.375271,11.016835873199996,stream
104083773,0.19694,132.7395325,0.356042,11.324575873199999,stream
1237648721766908331,0.36642,178.34031000000004,0.296126,11.496866342786234,stream
54596599,0.21021,38.280946,-3.057375,11.412475658813493,stream
1237678890133160216,0.16326,29.607968,-1.777616,11.786282689514337,stream
128317062,0.11943,217.0810242,1.770591,11.002805873199996,stream
88588919,0.12922999999999998,216.47970580000003,-0.271552,11.062855873199997,stream
86101987,0.13919,215.0024872,-0.545622,11.432055873199998,stream
123243221,0.08738,139.7348633,1.25498,11.090815873199999,stream
93926908,0.13005,182.1820831,-0.160672,11.163665873199998,stream
54098306,0.29761,36.137351,-3.045634,11.350128063058946,stream
104595729,0.28273000000000004,219.3453827,0.258101,11.714455873199999,stream
50432879,0.29894,32.394054,-3.841772,11.716670533060094,stream
66759519,0.07606,178.90049,-1.4013790000000002,10.828395873199996,stream
75344597,0.07681,334.1683,-0.965893,10.086912873200001,stream
1237679439889957148,0.34027,38.846339,-5.74139,11.739876020234075,stream
1237678619015971054,0.11735,331.4050200000001,2.193835,11.4453502480319,stream
121387314,0.08476,180.5495758,1.16004,11.092285873199996,stream
98943415,0.1079,133.8603058,0.061680999999999986,11.132435873199999,stream
1237679321787531404,0.08429,34.876611,-5.5144129999999985,11.084887346005416,stream
105667002,0.19915,137.77577209999998,0.60506,11.674235873199999,stream
50975516,0.31902,37.662526,-3.683244,11.580280526643035,stream
84423688,0.09488,179.68928530000005,-0.454369,10.816925873199999,stream
103078862,0.27135,179.447464,0.222702,11.539335725829005,stream
42279495,0.34085,36.250327,-5.693213,11.621788676944561,stream
124999291,0.30214,216.166214,1.4803309999999998,11.904495873199997,stream
89462151,0.1199,180.909668,-0.352741,10.981015873199999,stream
116698686,0.285,220.1308136,0.932931,11.553257216408383,stream
98166619,0.13337000000000002,219.8668976,0.207269,11.2218058732,stream
89807921,0.05084,131.9487762,-0.380952,10.958085873199996,stream
43280115,0.33276999999999995,36.209603,-5.489699,11.769542188441848,stream
93692959,0.16455999999999998,179.466568,-0.165682,11.011985873199999,stream
1237678597003673937,0.19615,330.10032,2.025835,11.695159041060831,stream
128280932,0.18184,137.4567108,1.813198,11.507965873199996,stream
1237678879962890422,0.2941,36.568989,-2.745698,11.991320520828594,stream
1237679322325647908,0.29393,37.722831,-4.858561,11.8685606939398,stream
