# thingid,tf_morpho,RA,Dec,logms_pca_bc03,z
78564447,stream,216.427475,-0.7983979999999999,10.675715873199998,0.1038
78646223,stream,217.2937,-0.667326,11.608835873199999,0.21816
78871547,stream,218.0690918,-0.67143,11.521970433765093,0.22116
78871548,stream,218.0684662,-0.6723979999999999,11.728090777352918,0.21946
79004172,stream,218.94017030000003,-0.827217,11.468429606524296,0.21653000000000008
79004492,stream,218.812973,-0.730329,11.612455326976487,0.25509
79171668,stream,220.337677,-0.759549,10.913615873199998,0.07991000000000001
79179227,stream,220.5109863,-0.735808,10.908155873199997,0.10839
79530841,stream,180.1791382,-0.644829,-9998.840814126801,0.37978
79548983,stream,178.1890564,-0.736408,11.200165873199998,0.11995
79904867,shell,333.29355,-0.64569,11.248995873199997,0.18212
79912616,shell,334.29501,-0.8357690000000001,11.212055873199999,0.10194
79916110,stream,334.64121,-0.6879970000000001,10.949465873199998,0.11413
79918229,stream,334.8819,-0.7009770000000001,10.9154058732,0.09767
79922969,stream,335.39557,-0.813649,11.424995873199999,0.14781
80067647,stream,136.1618195,-0.663331,11.573966918920634,0.31374
80091760,stream,137.96356200000002,-0.755099,11.462475873199999,0.21188
80095905,shell,138.286972,-0.663141,11.8135358732,0.16114
80098634,shell,138.4685364,-0.8423290000000001,11.815405873199998,0.29257
80116030,stream,139.96208190000002,-0.775899,11.441153269581266,0.21485
80805299,stream,177.1368103,-0.73585,11.260465873199998,0.15341
80808583,stream,215.039856,-0.673488,10.571075873199998,0.10144
82226193,shell,214.1191559,-0.50516,11.017865873199996,0.12863
82226204,stream,214.1517944,-0.499998,11.219165873199996,0.18177
82226500,stream,214.0096893,-0.50184,11.545065873199999,0.18403
82229189,stream,214.7138824,-0.56194,11.189795873199998,0.13879
82229190,stream,214.714447,-0.564429,11.015185873199997,0.13796
84016621,shell,333.61984,-0.5790930000000001,11.204565873199996,0.09316
84023541,stream,334.1272600000001,-0.574393,10.638415873199998,0.11147
84283335,stream,177.57801819999997,-0.608689,11.5265158732,0.13851
84336605,stream,178.4056396,-0.60091,11.070495873199999,0.12609
84423688,stream,179.68928530000005,-0.454369,10.816925873199999,0.09488
84459661,stream,179.85926819999997,-0.432088,10.638885873199998,0.08296
84680413,shell,182.1842651,-0.54084,11.614755873199996,0.06262000000000001
84693854,stream,182.2433472,-0.602688,10.792115873199997,0.10008
85407635,stream,136.72554019999998,-0.500499,11.087385873199999,0.17228
85432550,shell,136.3679199,-0.5747720000000001,11.439905873199999,0.18429
85692744,stream,130.7922668,-0.429082,11.221875873199997,0.15552
86098765,stream,214.3890686,-0.485077,10.940406522960984,0.08366
86098768,stream,214.3835907,-0.484892,10.7656758732,0.08221
86101855,stream,214.9896851,-0.480308,11.267345873199996,0.13862
86101987,stream,215.0024872,-0.545622,11.432055873199998,0.13919
86102871,shell,215.0835571,-0.583911,11.823215873199999,0.32037
86105068,shell,215.3221893,-0.61737,11.151345873199999,0.13831
86106140,shell,215.4959564,-0.590349,10.647475873199998,0.05109
86111147,stream,215.834137,-0.4176470000000001,11.374863638237002,0.19084
86139887,stream,216.6952667,-0.509301,11.521745873199999,0.25313
86142788,stream,216.8183746,-0.49271,11.759225873199997,0.32039
86143224,stream,216.9206238,-0.472538,11.429025873199999,0.13616
86143447,stream,216.8834534,-0.607258,9.8936478732,0.07331
86145598,stream,216.97916,-0.562515,10.927535873199997,0.07916000000000001
86152144,stream,217.4217529,-0.530018,10.752105873199996,0.0856
86166869,stream,218.87205,-0.537401,11.662737664810267,0.29062
86169307,stream,219.10011,-0.585603,8.226695233784994,0.08225
86173007,shell,219.6317139,-0.599412,10.746655873199996,0.07337
86174364,shell,219.7867126,-0.536381,11.434915873199998,0.11506
86180598,shell,220.4402771,-0.470612,11.467835873199999,0.14861
86603890,stream,134.5888977,-0.549618,11.347295873199997,0.1892
86845936,stream,213.734726,-0.359082,11.048865873199999,0.13806
86846802,stream,213.7745056,-0.428021,11.124965873199999,0.14645999999999998
88306779,stream,335.4881,-0.282978,10.222575873199998,0.14855
88309977,stream,335.1192200000001,-0.376435,10.964465873199996,0.1456
88313502,stream,334.8172,-0.2989,10.6423758732,0.13130999999999998
88315374,stream,334.66636,-0.400523,11.003835873199996,0.09478
88320998,stream,213.208725,-0.29582,11.723795873199997,0.13813
88326576,stream,333.83478,-0.368377,11.0173658732,0.11097
88353404,stream,213.4873657,-0.308052,10.593125873199998,0.12851
88361666,stream,213.6514893,-0.406571,11.354385873199996,0.18599
88414945,stream,214.7141266,-0.280202,9.934850873199998,0.05143
88503527,shell,215.2985077,-0.3727,10.465875873199998,0.05315
88535621,stream,215.7108307,-0.393468,11.2638958732,0.13009
88536174,stream,215.7312164,-0.286528,10.850285232183523,0.13016
88567772,stream,216.233963,-0.37605,10.4800358732,0.0789
88588919,stream,216.47970580000003,-0.271552,11.062855873199997,0.12922999999999998
88841467,stream,218.2507629,-0.375271,11.016835873199996,0.10503
88929505,stream,218.9289551,-0.292872,9.616991873199998,0.05695
88992737,stream,219.4396667,-0.386992,11.456095873199999,0.13683
88993477,shell,219.4326477,-0.316051,11.891245873199999,0.13795
89082253,stream,220.9374237,-0.25066,10.848185873199997,0.14107999999999998
89454231,stream,181.796524,-0.232528,11.099845873199998,0.12957
89462151,stream,180.909668,-0.352741,10.981015873199999,0.1199
89462157,stream,180.9204559,-0.325928,11.333735873199997,0.13047
89462402,stream,180.9739227,-0.28145,10.526825873199998,0.09395
89464768,stream,180.8097229,-0.213911,11.302215873199996,0.16139
89465721,shell,180.69439,-0.247511,9.691379617579514,0.0936
89478610,stream,179.06985469999995,-0.372509,10.901465873199998,0.10914
89479045,stream,179.0480804,-0.210268,11.543325873199999,0.11216
89483448,shell,178.5616608,-0.26893,11.259165873199999,0.16184
89486167,shell,178.2913513,-0.398989,11.071975873199998,0.08072
89488814,stream,177.90777590000005,-0.243012,11.794225873199997,0.16272
89490570,shell,177.6204376,-0.349712,11.215735873199996,0.09917
89790551,stream,130.61721799999998,-0.283541,9.8704918732,0.05133
89807921,stream,131.9487762,-0.380952,10.958085873199996,0.05084
89821852,stream,133.0946045,-0.26367,10.802595873199998,0.13295
89832220,stream,134.0407715,-0.291011,11.395259367942344,0.22397
89845278,stream,134.95051569999998,-0.362949,11.316705873199997,0.12098
89862178,stream,136.2431335,-0.27693,11.4308458732,0.19491
89888639,stream,138.5644073,-0.272379,11.464705873199996,0.22063
89892600,stream,139.0731506,-0.40155,11.812335873199999,0.31802
89896570,shell,139.3572083,-0.35557,11.180545873199996,0.16238
89899281,shell,139.74624630000002,-0.216428,11.451555873199997,0.055810000000000005
89905524,stream,140.3153687,-0.269425,11.321725873199997,0.15281
90553349,shell,213.6316986,-0.296811,11.5522758732,0.30421
90554671,stream,214.3760071,-0.288644,11.176561479747761,0.25992
90600580,stream,135.8230591,-0.249588,11.568485531257465,0.22537
91629818,stream,213.60138,-0.191071,10.767538968764713,0.0537
91633500,stream,214.1941071,-0.215732,11.253895873199998,0.12678
93387298,stream,333.21735,-0.015998,11.281975873199999,0.08915
93388462,stream,333.27176000000014,-0.010037,10.010123873199998,0.0877
93388565,shell,333.34055,-0.05413,10.751475873199999,0.08722
93391110,stream,333.55695,-0.10594,11.005365873199999,0.18329
93391560,stream,333.64301,-0.129807,10.831125873199998,0.2131
93391576,stream,333.64639,-0.13216,10.945465873199996,0.18397
93392761,stream,333.7913200000001,-0.08230599999999999,10.028095873199998,0.057579999999999985
93395278,shell,333.97111,-0.055127,11.153645873199999,0.12056
93409317,stream,335.58879,-0.15955,10.688605873199998,0.28944000000000003
# 93597434,stream,,,,
93643922,stream,178.10931399999996,-0.109972,11.153655873199996,0.12845
93680359,stream,179.19845580000003,-0.062178,10.901065873199999,0.17006
93692959,stream,179.466568,-0.165682,11.011985873199999,0.16455999999999998
93768669,stream,180.11445619999995,-0.08330900000000001,11.301005873199998,0.2
93776534,stream,180.1873169,-0.15673099999999998,11.872345873199999,0.16569
93783483,stream,180.2937012,-0.033479,11.220715873199996,0.16533
93799552,stream,180.6474457,-0.113488,11.466085873199999,0.20262
93808626,stream,180.76847,-0.124293,11.264125873199998,0.12224000000000004
93821271,stream,181.0006866,-0.166328,10.966565873199999,0.11958
93859084,shell,181.4584351,-0.184442,10.551315873199998,0.06165
93902094,stream,181.8911591,-0.067521,11.162615873199996,0.12717
93926908,stream,182.1820831,-0.160672,11.163665873199998,0.13005
94506017,stream,136.5801849,-0.022049000000000003,11.493325873199996,0.20218
94574911,stream,134.83622739999998,-0.08291,11.526605873199998,0.17324
94580631,stream,134.6965332,-0.097742,11.565565873199999,0.26466
94625831,stream,133.019455,-0.197132,11.056175873199999,0.12772999999999998
94668031,stream,132.0230713,-0.037268,10.622845873200001,0.12834
94708206,stream,130.9837952,-0.08301900000000001,11.492415873199999,0.19071
94751089,stream,130.3135986,-0.154116,11.437230505282061,0.15467999999999998
95127765,shell,213.0166626,-0.020079,11.096925873199996,0.09574
95127766,stream,213.0097961,-0.025108,11.077255873199999,0.16114
95132039,stream,213.89686580000003,-0.07251200000000001,-9998.840814126801,0.35271
95132831,stream,214.02499390000003,-0.15381199999999998,10.962345873199999,0.10296
95136856,stream,214.8387146,-0.205579,11.186905873199999,0.12086
95142696,stream,215.7168884,-0.016347,11.691833317861896,0.34247
95146589,shell,216.1337738,-0.16534100000000002,11.412325873199999,0.17504
95168166,stream,216.7535553,-0.17463299999999998,11.429538373660762,0.24341
95177332,stream,217.5276947,-0.05776,10.2842258732,0.06402999999999999
95186083,stream,218.2957153,-0.13549,11.186365873199996,0.13692
95190664,stream,218.9475861,-0.062198,10.920985873199998,0.12246
95198050,stream,219.9281464,-0.059059,11.247305873199997,0.16376
95203601,shell,220.4619751,-0.149298,11.489763247431258,0.31552
96010403,stream,213.9673309,0.070009,10.984535873199999,0.13556
96010555,stream,213.9265442,0.183338,10.869495873199996,0.11638
97351152,stream,335.5039700000001,0.045244,9.791805873199998,0.11093
97359178,stream,334.95227,0.168122,10.139722873199998,0.1068
97366742,stream,213.1090546,0.20797,11.072975873199999,0.13827
97368175,stream,334.0739700000001,0.165033,11.3598958732,0.13939
97384735,shell,213.3426666,0.141788,10.790775873199998,0.12562
97486637,stream,214.2514648,0.142431,10.971345873199999,0.13405
97514268,stream,214.6303406,0.072575,11.47983215021668,0.29972
97514677,stream,214.6477509,0.157709,10.663155873200001,0.05314
97553091,stream,214.9940338,0.108348,10.992935873199999,0.12082
97643794,stream,215.75742,0.011053,10.683209264127072,0.20997
97681492,stream,216.21708680000003,0.13909100000000002,11.019585873199999,0.13098
97826610,stream,217.5915527,0.121832,10.543735873200001,0.05536
98062046,stream,219.0677643,0.100698,-9998.840814126801,0.33733
98095901,shell,219.3185883,0.177291,11.335065873199998,0.1054
98112855,stream,219.43814,0.078787,10.8526258732,0.21069
98166619,stream,219.8668976,0.207269,11.2218058732,0.13337000000000002
98603245,shell,182.3661652,0.023612,11.754055873199999,0.20398
98608070,shell,181.7090912,0.056092,11.030735873199998,0.11545
98608837,stream,181.7675476,0.18477,10.967295873199998,0.09234
98612453,stream,181.1113434,0.025912,10.3927558732,0.09386
98627457,stream,179.2619781,0.154719,11.499315873199999,0.22803
